FILENAME;\Hard Disk2\Result\yeast_20180629_140317.csv
PROTOCOL;yeast
FILE_VERSION;3.3;
DATE START;2018-06-29;14:03:04
DATE END;2018-07-02;13:52:01;;Last Reading;224;Timestamp;260210432                      
DEVICE;BL063-CX_0FFE42
USER;fabian;COMMENT;no comment available
PLATETYPE;MTP-48-Flowerplate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;3;REFERENCE_MODE;2;MULTI_PMT;1;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C214;B04;X12;;1;68.35975;17.12;0.0;0.00;31.60;95.08;12.28;0.00;
C214;B03;X11;;1;68.36171;14.92;0.0;0.00;31.80;96.32;12.19;0.00;
C214;B02;X10;;1;68.36370;17.33;0.0;0.00;32.00;97.06;12.13;0.00;
C214;B01;X9;;1;68.36571;15.67;0.0;0.00;32.10;97.75;12.09;0.00;
C214;C01;X17;;1;68.36772;16.34;0.0;0.00;32.30;97.96;12.01;0.00;
C214;C02;X18;;1;68.36974;18.43;0.0;0.00;32.50;98.14;11.94;0.00;
C214;C03;X19;;1;68.37176;14.90;0.0;0.00;32.60;98.31;11.92;0.00;
C214;C04;X20;;1;68.37377;17.17;0.0;0.00;32.80;98.33;11.84;0.00;
C214;C05;X21;;1;68.37578;13.46;0.0;0.00;32.90;98.46;11.82;0.00;
C214;C06;X22;;1;68.37776;15.30;0.0;0.00;33.10;98.54;11.81;0.00;
C214;C07;X23;;1;68.37988;14.48;0.0;0.00;33.20;98.55;11.73;0.00;
C214;C08;X24;;1;68.38187;15.97;0.0;0.00;33.30;98.53;11.72;0.00;
C214;D08;X32;;1;68.38386;16.09;0.0;0.00;33.40;98.60;11.66;0.00;
C214;D07;X31;;1;68.38586;12.60;0.0;0.00;33.50;98.54;11.64;0.00;
C214;D06;X30;;1;68.38792;16.18;0.0;0.00;33.60;98.55;11.64;0.00;
C214;D05;X29;;1;68.38998;12.94;0.0;0.00;33.80;98.62;11.57;0.00;
C214;D04;X28;;1;68.39196;18.04;0.0;0.00;33.80;98.70;11.56;0.00;
C214;D03;X27;;1;68.39395;15.24;0.0;0.00;33.80;98.74;11.56;0.00;
C214;D02;X26;;1;68.39594;19.50;0.0;0.00;33.80;98.85;11.55;0.00;
C214;D01;X25;;1;68.39803;16.35;0.0;0.00;33.50;98.87;11.55;0.00;
C214;E01;X33;;1;68.40007;15.80;0.0;0.00;33.30;98.73;11.54;0.00;
C214;E02;X34;;1;68.40210;18.61;0.0;0.00;32.90;98.47;11.54;0.00;
C214;E03;X35;;1;68.40410;15.14;0.0;0.00;32.80;98.02;11.55;0.00;
C214;E04;X36;;1;68.40616;18.01;0.0;0.00;32.50;97.44;11.63;0.00;
C214;E05;X37;;1;68.40812;13.28;0.0;0.00;32.30;96.59;11.63;0.00;
C214;E06;X38;;1;68.41008;16.34;0.0;0.00;32.10;96.07;11.66;0.00;
C214;E07;X39;;1;68.41207;13.35;0.0;0.00;31.90;95.21;11.73;0.00;
C214;E08;X40;;1;68.41403;16.03;0.0;0.00;31.80;94.18;11.75;0.00;
C214;F08;X48;;1;68.41616;15.19;0.0;0.00;31.60;92.76;11.81;0.00;
C214;F07;X47;;1;68.41814;12.77;0.0;0.00;31.50;91.53;11.81;0.00;
C214;F06;X46;;1;68.42014;15.47;0.0;0.00;31.40;89.83;11.85;0.00;
C214;F05;X45;;1;68.42216;12.57;0.0;0.00;31.40;88.54;11.93;0.00;
C214;F04;X44;;1;68.42416;18.92;0.0;0.00;31.40;87.01;11.94;0.00;
C214;F03;X43;;1;68.42615;14.58;0.0;0.00;31.40;85.62;11.94;0.00;
C214;F02;X42;;1;68.42812;17.02;0.0;0.00;31.40;84.25;12.02;0.00;
C214;F01;X41;;1;68.43019;14.69;0.0;0.00;31.40;82.94;12.03;0.00;
R;;;;2;68.43571;94.46;0.0;31.02;31.40;80.56;12.11;0.00;test measure for referencing with gain 22 and 9
C214;A01;X1;;2;68.44113;64.69;0.0;0.00;31.40;78.65;12.22;0.00;
C214;A02;X2;;2;68.44317;68.14;0.0;0.00;31.30;78.03;12.25;0.00;
C214;A03;X3;;2;68.44521;65.15;0.0;0.00;31.30;77.35;12.28;0.00;
C214;A04;X4;;2;68.44720;68.84;0.0;0.00;31.30;76.80;12.31;0.00;
C214;A05;X5;;2;68.44930;51.81;0.0;0.00;31.20;76.44;12.32;0.00;
C214;A06;X6;;2;68.45129;61.68;0.0;0.00;31.20;76.06;12.37;0.00;
C214;A07;X7;;2;68.45325;51.50;0.0;0.00;31.20;75.79;12.38;0.00;
C214;A08;X8;;2;68.45528;68.10;0.0;0.00;31.10;75.54;12.39;0.00;
C214;B08;X16;;2;68.45734;79.23;0.0;0.00;31.10;75.39;12.41;0.00;
C214;B07;X15;;2;68.45936;56.98;0.0;0.00;31.10;75.21;12.40;0.00;
C214;B06;X14;;2;68.46148;64.31;0.0;0.00;31.10;75.14;12.40;0.00;
C214;B05;X13;;2;68.46346;55.93;0.0;0.00;31.10;74.95;12.47;0.00;
C214;B04;X12;;2;68.46544;73.80;0.0;0.00;31.10;74.89;12.47;0.00;
C214;B03;X11;;2;68.46745;64.64;0.0;0.00;31.10;74.75;12.47;0.00;
C214;B02;X10;;2;68.46941;74.57;0.0;0.00;31.00;74.75;12.47;0.00;
C214;B01;X9;;2;68.47141;68.15;0.0;0.00;31.00;74.76;12.49;0.00;
C214;C01;X17;;2;68.47352;70.49;0.0;0.00;31.00;74.81;12.50;0.00;
C214;C02;X18;;2;68.47551;78.97;0.0;0.00;31.00;74.95;12.49;0.00;
C214;C03;X19;;2;68.47749;64.77;0.0;0.00;31.00;75.00;12.51;0.00;
C214;C04;X20;;2;68.47959;73.95;0.0;0.00;30.90;75.20;12.49;0.00;
C214;C05;X21;;2;68.48159;58.00;0.0;0.00;30.90;75.27;12.56;0.00;
C214;C06;X22;;2;68.48358;66.11;0.0;0.00;30.90;75.39;12.56;0.00;
C214;C07;X23;;2;68.48562;62.37;0.0;0.00;30.90;75.40;12.51;0.00;
C214;C08;X24;;2;68.48766;68.99;0.0;0.00;30.90;75.39;12.56;0.00;
C214;D08;X32;;2;68.48969;69.55;0.0;0.00;30.90;75.36;12.51;0.00;
C214;D07;X31;;2;68.49176;54.65;0.0;0.00;30.90;75.28;12.57;0.00;
C214;D06;X30;;2;68.49374;70.01;0.0;0.00;30.90;75.40;12.58;0.00;
C214;D05;X29;;2;68.49572;56.02;0.0;0.00;30.90;75.37;12.51;0.00;
C214;D04;X28;;2;68.49771;77.53;0.0;0.00;30.90;75.35;12.56;0.00;
C214;D03;X27;;2;68.49973;65.98;0.0;0.00;30.80;75.36;12.56;0.00;
C214;D02;X26;;2;68.50175;84.17;0.0;0.00;30.80;75.27;12.56;0.00;
C214;D01;X25;;2;68.50376;70.19;0.0;0.00;30.80;75.21;12.58;0.00;
C214;E01;X33;;2;68.50581;67.92;0.0;0.00;30.80;75.15;12.57;0.00;
C214;E02;X34;;2;68.50793;80.05;0.0;0.00;30.80;75.14;12.58;0.00;
C214;E03;X35;;2;68.50993;65.34;0.0;0.00;30.80;75.14;12.58;0.00;
C214;E04;X36;;2;68.51192;78.01;0.0;0.00;30.80;75.19;12.57;0.00;
C214;E05;X37;;2;68.51392;57.31;0.0;0.00;30.80;75.30;12.58;0.00;
C214;E06;X38;;2;68.51598;70.13;0.0;0.00;30.80;75.32;12.58;0.00;
C214;E07;X39;;2;68.51801;57.47;0.0;0.00;30.80;75.46;12.58;0.00;
C214;E08;X40;;2;68.52014;69.41;0.0;0.00;30.80;75.52;12.59;0.00;
C214;F08;X48;;2;68.52216;65.21;0.0;0.00;30.80;75.52;12.57;0.00;
C214;F07;X47;;2;68.52414;54.87;0.0;0.00;30.80;75.53;12.58;0.00;
C214;F06;X46;;2;68.52615;66.54;0.0;0.00;30.80;75.59;12.58;0.00;
C214;F05;X45;;2;68.52813;54.18;0.0;0.00;30.80;75.53;12.58;0.00;
C214;F04;X44;;2;68.53009;81.33;0.0;0.00;30.80;75.53;12.59;0.00;
C214;F03;X43;;2;68.53210;62.48;0.0;0.00;30.80;75.52;12.58;0.00;
C214;F02;X42;;2;68.53412;73.31;0.0;0.00;30.80;75.60;12.58;0.00;
C214;F01;X41;;2;68.53620;63.42;0.0;0.00;30.80;75.59;12.60;0.00;
R;;;;3;68.54342;93.12;0.0;30.77;30.80;75.58;12.59;0.00;test measure for referencing with gain 22 and 9
C214;A01;X1;;3;68.55071;212.19;0.0;0.00;30.90;80.86;12.58;0.00;
C214;A02;X2;;3;68.55271;225.26;0.0;0.00;30.90;84.76;12.56;0.00;
C214;A03;X3;;3;68.55471;215.80;0.0;0.00;31.10;87.50;12.49;0.00;
C214;A04;X4;;3;68.55670;227.67;0.0;0.00;31.20;90.55;12.47;0.00;
C214;A05;X5;;3;68.55874;170.64;0.0;0.00;31.40;92.37;12.39;0.00;
C214;A06;X6;;3;68.56074;204.50;0.0;0.00;31.60;94.24;12.30;0.00;
C214;A07;X7;;3;68.56275;169.47;0.0;0.00;31.80;95.74;12.28;0.00;
C214;A08;X8;;3;68.56490;225.64;0.0;0.00;31.90;96.79;12.15;0.00;
C214;B08;X16;;3;68.56708;263.14;0.0;0.00;32.10;97.56;12.10;0.00;
C214;B07;X15;;3;68.56903;188.48;0.0;0.00;32.30;97.75;12.03;0.00;
C214;B06;X14;;3;68.57103;213.78;0.0;0.00;32.50;98.09;11.94;0.00;
C214;B05;X13;;3;68.57302;185.21;0.0;0.00;32.60;98.22;11.92;0.00;
C214;B04;X12;;3;68.57513;245.75;0.0;0.00;32.80;98.29;11.85;0.00;
C214;B03;X11;;3;68.57716;213.88;0.0;0.00;32.90;98.30;11.82;0.00;
C214;B02;X10;;3;68.57913;246.67;0.0;0.00;33.10;98.48;11.74;0.00;
C214;B01;X9;;3;68.58114;226.98;0.0;0.00;33.20;98.54;11.73;0.00;
C214;C01;X17;;3;68.58315;234.13;0.0;0.00;33.30;98.60;11.70;0.00;
C214;C02;X18;;3;68.58513;259.70;0.0;0.00;33.40;98.60;11.66;0.00;
C214;C03;X19;;3;68.58714;214.66;0.0;0.00;33.50;98.60;11.66;0.00;
C214;C04;X20;;3;68.58914;245.09;0.0;0.00;33.60;98.59;11.63;0.00;
C214;C05;X21;;3;68.59112;194.67;0.0;0.00;33.70;98.73;11.56;0.00;
C214;C06;X22;;3;68.59312;219.00;0.0;0.00;33.80;98.60;11.56;0.00;
C214;C07;X23;;3;68.59513;209.24;0.0;0.00;33.90;98.85;11.55;0.00;
C214;C08;X24;;3;68.59715;229.49;0.0;0.00;33.80;98.86;11.53;0.00;
C214;D08;X32;;3;68.59918;231.42;0.0;0.00;33.70;98.81;11.48;0.00;
C214;D07;X31;;3;68.60119;180.96;0.0;0.00;33.50;98.93;11.54;0.00;
C214;D06;X30;;3;68.60316;231.55;0.0;0.00;33.20;98.74;11.54;0.00;
C214;D05;X29;;3;68.60515;185.74;0.0;0.00;32.90;98.41;11.54;0.00;
C214;D04;X28;;3;68.60715;258.69;0.0;0.00;32.70;97.94;11.56;0.00;
C214;D03;X27;;3;68.60912;218.69;0.0;0.00;32.50;97.37;11.58;0.00;
C214;D02;X26;;3;68.61110;278.68;0.0;0.00;32.30;96.78;11.65;0.00;
C214;D01;X25;;3;68.61307;232.92;0.0;0.00;32.10;95.88;11.72;0.00;
C214;E01;X33;;3;68.61514;224.12;0.0;0.00;31.90;95.22;11.72;0.00;
C214;E02;X34;;3;68.61713;266.48;0.0;0.00;31.80;94.13;11.76;0.00;
C214;E03;X35;;3;68.61918;215.21;0.0;0.00;31.60;93.11;11.81;0.00;
C214;E04;X36;;3;68.62115;258.42;0.0;0.00;31.60;91.45;11.83;0.00;
C214;E05;X37;;3;68.62312;189.56;0.0;0.00;31.40;90.22;11.85;0.00;
C214;E06;X38;;3;68.62515;234.07;0.0;0.00;31.40;88.54;11.91;0.00;
C214;E07;X39;;3;68.62713;191.26;0.0;0.00;31.40;87.36;11.94;0.00;
C214;E08;X40;;3;68.62910;229.71;0.0;0.00;31.40;85.62;11.94;0.00;
C214;F08;X48;;3;68.63111;217.82;0.0;0.00;31.40;84.50;12.01;0.00;
C214;F07;X47;;3;68.63311;182.21;0.0;0.00;31.40;83.34;12.03;0.00;
C214;F06;X46;;3;68.63513;220.03;0.0;0.00;31.40;82.55;12.09;0.00;
C214;F05;X45;;3;68.63715;180.22;0.0;0.00;31.40;81.59;12.10;0.00;
C214;F04;X44;;3;68.63915;266.85;0.0;0.00;31.40;80.86;12.13;0.00;
C214;F03;X43;;3;68.64113;207.38;0.0;0.00;31.40;80.05;12.20;0.00;
C214;F02;X42;;3;68.64313;243.69;0.0;0.00;31.40;79.37;12.20;0.00;
C214;F01;X41;;3;68.64514;209.90;0.0;0.00;31.30;78.54;12.21;0.00;
R;;;;1;68.65446;94.14;0.0;30.80;31.30;76.31;12.32;0.00;test measure for referencing with gain 22 and 9
C215;A01;X1;;1;68.65765;14.83;0.0;0.00;31.20;75.92;12.32;0.00;
C215;A02;X2;;1;68.65967;15.83;0.0;0.00;31.20;75.73;12.38;0.00;
C215;A03;X3;;1;68.66171;15.10;0.0;0.00;31.10;75.54;12.37;0.00;
C215;A04;X4;;1;68.66370;15.88;0.0;0.00;31.10;75.41;12.40;0.00;
C215;A05;X5;;1;68.66573;11.97;0.0;0.00;31.10;75.34;12.40;0.00;
C215;A06;X6;;1;68.66769;14.34;0.0;0.00;31.10;75.27;12.39;0.00;
C215;A07;X7;;1;68.66977;11.89;0.0;0.00;31.10;75.22;12.41;0.00;
C215;A08;X8;;1;68.67177;15.91;0.0;0.00;31.10;75.08;12.48;0.00;
C215;B08;X16;;1;68.67378;18.41;0.0;0.00;31.10;75.08;12.46;0.00;
C215;B07;X15;;1;68.67584;13.04;0.0;0.00;31.00;75.08;12.46;0.00;
C215;B06;X14;;1;68.67786;15.00;0.0;0.00;31.00;75.08;12.50;0.00;
C215;B05;X13;;1;68.67990;12.94;0.0;0.00;31.00;75.07;12.47;0.00;
C215;B04;X12;;1;68.68195;17.17;0.0;0.00;31.00;75.11;12.50;0.00;
C215;B03;X11;;1;68.68393;14.88;0.0;0.00;31.00;75.21;12.49;0.00;
C215;B02;X10;;1;68.68594;17.33;0.0;0.00;30.90;75.20;12.48;0.00;
C215;B01;X9;;1;68.68792;15.78;0.0;0.00;30.90;75.21;12.49;0.00;
C215;C01;X17;;1;68.68996;16.31;0.0;0.00;30.90;75.14;12.49;0.00;
C215;C02;X18;;1;68.69199;18.46;0.0;0.00;30.90;75.08;12.51;0.00;
C215;C03;X19;;1;68.69399;14.96;0.0;0.00;30.90;75.01;12.50;0.00;
C215;C04;X20;;1;68.69600;17.15;0.0;0.00;30.90;75.08;12.50;0.00;
C215;C05;X21;;1;68.69802;13.58;0.0;0.00;30.90;75.21;12.56;0.00;
C215;C06;X22;;1;68.70000;15.28;0.0;0.00;30.90;75.27;12.56;0.00;
C215;C07;X23;;1;68.70200;14.51;0.0;0.00;30.90;75.39;12.56;0.00;
C215;C08;X24;;1;68.70397;16.03;0.0;0.00;30.90;75.53;12.57;0.00;
C215;D08;X32;;1;68.70599;16.18;0.0;0.00;30.90;75.58;12.50;0.00;
C215;D07;X31;;1;68.70798;12.65;0.0;0.00;30.90;75.60;12.56;0.00;
C215;D06;X30;;1;68.71011;16.24;0.0;0.00;30.90;75.61;12.56;0.00;
C215;D05;X29;;1;68.71210;12.96;0.0;0.00;30.80;75.59;12.56;0.00;
C215;D04;X28;;1;68.71410;17.99;0.0;0.00;30.80;75.59;12.56;0.00;
C215;D03;X27;;1;68.71607;15.27;0.0;0.00;30.90;75.65;12.56;0.00;
C215;D02;X26;;1;68.71806;19.47;0.0;0.00;30.80;75.60;12.56;0.00;
C215;D01;X25;;1;68.72008;16.22;0.0;0.00;30.80;75.66;12.50;0.00;
C215;E01;X33;;1;68.72208;15.87;0.0;0.00;30.80;75.59;12.56;0.00;
C215;E02;X34;;1;68.72412;18.59;0.0;0.00;30.80;75.60;12.50;0.00;
C215;E03;X35;;1;68.72615;15.11;0.0;0.00;30.80;76.30;12.57;0.00;
C215;E04;X36;;1;68.72816;18.10;0.0;0.00;30.90;79.42;12.56;0.00;
C215;E05;X37;;1;68.73014;13.32;0.0;0.00;31.00;82.42;12.50;0.00;
C215;E06;X38;;1;68.73215;16.33;0.0;0.00;31.10;86.17;12.49;0.00;
C215;E07;X39;;1;68.73412;13.41;0.0;0.00;31.20;88.65;12.40;0.00;
C215;E08;X40;;1;68.73611;16.18;0.0;0.00;31.30;91.40;12.39;0.00;
C215;F08;X48;;1;68.73812;15.17;0.0;0.00;31.50;93.13;12.30;0.00;
C215;F07;X47;;1;68.74018;12.80;0.0;0.00;31.70;94.82;12.22;0.00;
C215;F06;X46;;1;68.74217;15.44;0.0;0.00;31.90;95.87;12.18;0.00;
C215;F05;X45;;1;68.74420;12.66;0.0;0.00;32.10;96.71;12.11;0.00;
C215;F04;X44;;1;68.74619;18.89;0.0;0.00;32.30;97.62;12.03;0.00;
C215;F03;X43;;1;68.74818;14.54;0.0;0.00;32.40;98.09;12.00;0.00;
C215;F02;X42;;1;68.75016;17.01;0.0;0.00;32.60;98.15;11.94;0.00;
C215;F01;X41;;1;68.75213;14.72;0.0;0.00;32.80;98.28;11.90;0.00;
R;;;;2;68.75761;94.61;0.0;31.40;33.10;98.48;11.82;0.00;test measure for referencing with gain 22 and 9
C215;A01;X1;;2;68.76297;64.61;0.0;0.00;33.40;98.66;11.66;0.00;
C215;A02;X2;;2;68.76501;68.46;0.0;0.00;33.60;98.66;11.66;0.00;
C215;A03;X3;;2;68.76704;65.25;0.0;0.00;33.60;98.66;11.63;0.00;
C215;A04;X4;;2;68.76915;68.75;0.0;0.00;33.70;98.60;11.57;0.00;
C215;A05;X5;;2;68.77115;51.84;0.0;0.00;33.80;98.67;11.55;0.00;
C215;A06;X6;;2;68.77317;61.86;0.0;0.00;33.90;98.74;11.54;0.00;
C215;A07;X7;;2;68.77519;51.76;0.0;0.00;33.90;98.86;11.48;0.00;
C215;A08;X8;;2;68.77727;68.16;0.0;0.00;33.80;98.79;11.47;0.00;
C215;B08;X16;;2;68.77927;79.56;0.0;0.00;33.50;99.01;11.53;0.00;
C215;B07;X15;;2;68.78126;57.03;0.0;0.00;33.30;98.79;11.53;0.00;
C215;B06;X14;;2;68.78334;64.92;0.0;0.00;32.90;98.48;11.55;0.00;
C215;B05;X13;;2;68.78539;55.87;0.0;0.00;32.70;97.88;11.57;0.00;
C215;B04;X12;;2;68.78741;74.15;0.0;0.00;32.50;97.10;11.62;0.00;
C215;B03;X11;;2;68.78940;64.56;0.0;0.00;32.30;96.58;11.65;0.00;
C215;B02;X10;;2;68.79148;74.81;0.0;0.00;32.10;95.75;11.66;0.00;
C215;B01;X9;;2;68.79348;68.33;0.0;0.00;31.90;94.95;11.73;0.00;
C215;C01;X17;;2;68.79550;71.08;0.0;0.00;31.80;93.53;11.81;0.00;
C215;C02;X18;;2;68.79752;79.17;0.0;0.00;31.60;92.30;11.82;0.00;
C215;C03;X19;;2;68.79956;64.87;0.0;0.00;31.60;90.61;11.84;0.00;
C215;C04;X20;;2;68.80156;74.31;0.0;0.00;31.50;89.44;11.90;0.00;
C215;C05;X21;;2;68.80355;58.78;0.0;0.00;31.40;87.68;11.91;0.00;
C215;C06;X22;;2;68.80557;65.98;0.0;0.00;31.40;86.51;11.94;0.00;
C215;C07;X23;;2;68.80758;62.85;0.0;0.00;31.40;84.89;11.94;0.00;
C215;C08;X24;;2;68.80960;69.22;0.0;0.00;31.40;83.90;12.01;0.00;
C215;D08;X32;;2;68.81166;69.46;0.0;0.00;31.40;82.55;12.03;0.00;
C215;D07;X31;;2;68.81367;54.80;0.0;0.00;31.40;81.72;12.09;0.00;
C215;D06;X30;;2;68.81573;69.89;0.0;0.00;31.40;80.81;12.12;0.00;
C215;D05;X29;;2;68.81779;56.39;0.0;0.00;31.40;80.09;12.13;0.00;
C215;D04;X28;;2;68.81976;77.64;0.0;0.00;31.40;79.05;12.13;0.00;
C215;D03;X27;;2;68.82177;65.66;0.0;0.00;31.40;78.47;12.20;0.00;
C215;D02;X26;;2;68.82374;84.28;0.0;0.00;31.40;77.76;12.28;0.00;
C215;D01;X25;;2;68.82569;70.57;0.0;0.00;31.40;77.35;12.23;0.00;
C215;E01;X33;;2;68.82780;68.00;0.0;0.00;31.40;76.76;12.28;0.00;
C215;E02;X34;;2;68.82980;79.72;0.0;0.00;31.30;76.34;12.31;0.00;
C215;E03;X35;;2;68.83176;64.92;0.0;0.00;31.30;75.93;12.31;0.00;
C215;E04;X36;;2;68.83376;77.73;0.0;0.00;31.30;75.73;12.32;0.00;
C215;E05;X37;;2;68.83583;57.33;0.0;0.00;31.30;75.54;12.38;0.00;
C215;E06;X38;;2;68.83785;70.71;0.0;0.00;31.30;75.41;12.39;0.00;
C215;E07;X39;;2;68.83986;57.78;0.0;0.00;31.20;75.22;12.39;0.00;
C215;E08;X40;;2;68.84185;69.06;0.0;0.00;31.20;75.15;12.40;0.00;
C215;F08;X48;;2;68.84393;65.34;0.0;0.00;31.10;74.95;12.40;0.00;
C215;F07;X47;;2;68.84593;55.31;0.0;0.00;31.10;74.81;12.46;0.00;
C215;F06;X46;;2;68.84791;66.46;0.0;0.00;31.10;74.75;12.41;0.00;
C215;F05;X45;;2;68.84990;54.70;0.0;0.00;31.10;74.69;12.47;0.00;
C215;F04;X44;;2;68.85188;81.10;0.0;0.00;31.10;74.69;12.46;0.00;
C215;F03;X43;;2;68.85387;62.47;0.0;0.00;31.10;74.75;12.48;0.00;
C215;F02;X42;;2;68.85586;73.34;0.0;0.00;31.10;74.89;12.48;0.00;
C215;F01;X41;;2;68.85784;63.25;0.0;0.00;31.00;74.94;12.48;0.00;
R;;;;3;68.86521;94.55;0.0;31.34;31.00;74.95;12.51;0.00;test measure for referencing with gain 22 and 9
C215;A01;X1;;3;68.87250;212.84;0.0;0.00;30.90;74.93;12.56;0.00;
C215;A02;X2;;3;68.87457;224.84;0.0;0.00;30.90;74.89;12.50;0.00;
C215;A03;X3;;3;68.87656;214.90;0.0;0.00;30.90;74.89;12.57;0.00;
C215;A04;X4;;3;68.87859;227.16;0.0;0.00;30.90;74.88;12.56;0.00;
C215;A05;X5;;3;68.88058;171.99;0.0;0.00;30.90;74.84;12.57;0.00;
C215;A06;X6;;3;68.88258;204.30;0.0;0.00;30.90;74.81;12.57;0.00;
C215;A07;X7;;3;68.88457;169.88;0.0;0.00;30.90;74.82;12.57;0.00;
C215;A08;X8;;3;68.88658;224.96;0.0;0.00;30.90;74.81;12.58;0.00;
C215;B08;X16;;3;68.88860;261.50;0.0;0.00;30.80;74.94;12.57;0.00;
C215;B07;X15;;3;68.89056;188.00;0.0;0.00;30.80;75.07;12.57;0.00;
C215;B06;X14;;3;68.89256;213.22;0.0;0.00;30.90;75.07;12.57;0.00;
C215;B05;X13;;3;68.89456;184.34;0.0;0.00;30.80;75.14;12.57;0.00;
C215;B04;X12;;3;68.89658;243.68;0.0;0.00;30.80;75.21;12.59;0.00;
C215;B03;X11;;3;68.89861;211.71;0.0;0.00;30.80;75.14;12.59;0.00;
C215;B02;X10;;3;68.90056;246.08;0.0;0.00;30.80;75.14;12.58;0.00;
C215;B01;X9;;3;68.90253;223.17;0.0;0.00;30.80;75.21;12.56;0.00;
C215;C01;X17;;3;68.90458;232.25;0.0;0.00;30.80;75.21;12.58;0.00;
C215;C02;X18;;3;68.90658;261.57;0.0;0.00;30.80;75.22;12.59;0.00;
C215;C03;X19;;3;68.90856;213.84;0.0;0.00;30.80;75.21;12.60;0.00;
C215;C04;X20;;3;68.91061;245.77;0.0;0.00;30.80;75.28;12.58;0.00;
C215;C05;X21;;3;68.91263;192.77;0.0;0.00;30.80;75.28;12.58;0.00;
C215;C06;X22;;3;68.91460;218.75;0.0;0.00;30.80;75.28;12.58;0.00;
C215;C07;X23;;3;68.91661;206.53;0.0;0.00;30.80;75.28;12.58;0.00;
C215;C08;X24;;3;68.91859;227.13;0.0;0.00;30.80;75.28;12.58;0.00;
C215;D08;X32;;3;68.92060;230.06;0.0;0.00;30.80;75.34;12.59;0.00;
C215;D07;X31;;3;68.92264;181.96;0.0;0.00;30.80;75.40;12.58;0.00;
C215;D06;X30;;3;68.92462;230.19;0.0;0.00;30.80;75.53;12.59;0.00;
C215;D05;X29;;3;68.92662;185.61;0.0;0.00;30.80;77.24;12.59;0.00;
C215;D04;X28;;3;68.92860;257.09;0.0;0.00;30.90;80.21;12.59;0.00;
C215;D03;X27;;3;68.93056;216.23;0.0;0.00;30.90;83.20;12.56;0.00;
C215;D02;X26;;3;68.93256;277.56;0.0;0.00;31.10;86.84;12.49;0.00;
C215;D01;X25;;3;68.93456;230.57;0.0;0.00;31.20;89.24;12.41;0.00;
C215;E01;X33;;3;68.93659;224.21;0.0;0.00;31.40;91.90;12.38;0.00;
C215;E02;X34;;3;68.93857;265.70;0.0;0.00;31.50;93.47;12.31;0.00;
C215;E03;X35;;3;68.94058;214.96;0.0;0.00;31.80;95.09;12.21;0.00;
C215;E04;X36;;3;68.94257;257.33;0.0;0.00;31.90;95.88;12.13;0.00;
C215;E05;X37;;3;68.94456;189.79;0.0;0.00;32.10;96.85;12.11;0.00;
C215;E06;X38;;3;68.94658;234.22;0.0;0.00;32.30;97.62;12.02;0.00;
C215;E07;X39;;3;68.94853;191.18;0.0;0.00;32.40;98.08;12.01;0.00;
C215;E08;X40;;3;68.95051;228.96;0.0;0.00;32.60;98.20;11.94;0.00;
C215;F08;X48;;3;68.95261;216.37;0.0;0.00;32.80;98.33;11.84;0.00;
C215;F07;X47;;3;68.95461;181.83;0.0;0.00;32.90;98.33;11.83;0.00;
C215;F06;X46;;3;68.95663;219.13;0.0;0.00;33.10;98.47;11.75;0.00;
C215;F05;X45;;3;68.95862;180.34;0.0;0.00;33.20;98.59;11.73;0.00;
C215;F04;X44;;3;68.96062;267.10;0.0;0.00;33.30;98.53;11.73;0.00;
C215;F03;X43;;3;68.96264;207.25;0.0;0.00;33.40;98.72;11.66;0.00;
C215;F02;X42;;3;68.96463;242.90;0.0;0.00;33.50;98.66;11.64;0.00;
C215;F01;X41;;3;68.96664;209.34;0.0;0.00;33.60;98.66;11.62;0.00;
R;;;;1;68.97604;93.59;0.0;30.71;33.90;98.79;11.53;0.00;test measure for referencing with gain 22 and 9
C216;A01;X1;;1;68.97932;14.94;0.0;0.00;33.70;98.99;11.47;0.00;
C216;A02;X2;;1;68.98132;15.83;0.0;0.00;33.40;98.88;11.53;0.00;
C216;A03;X3;;1;68.98331;15.02;0.0;0.00;33.20;98.66;11.48;0.00;
C216;A04;X4;;1;68.98531;15.83;0.0;0.00;32.90;98.44;11.54;0.00;
C216;A05;X5;;1;68.98727;11.99;0.0;0.00;32.70;97.69;11.56;0.00;
C216;A06;X6;;1;68.98927;14.26;0.0;0.00;32.40;97.18;11.62;0.00;
C216;A07;X7;;1;68.99126;11.86;0.0;0.00;32.30;96.40;11.64;0.00;
C216;A08;X8;;1;68.99336;15.87;0.0;0.00;32.10;95.76;11.71;0.00;
C216;B08;X16;;1;68.99540;18.47;0.0;0.00;31.90;94.57;11.71;0.00;
C216;B07;X15;;1;68.99744;13.13;0.0;0.00;31.80;93.44;11.81;0.00;
C216;B06;X14;;1;68.99947;14.97;0.0;0.00;31.60;92.16;11.82;0.00;
C216;B05;X13;;1;69.00146;12.91;0.0;0.00;31.60;90.50;11.84;0.00;
C216;B04;X12;;1;69.00354;17.14;0.0;0.00;31.40;89.30;11.90;0.00;
